3019;İlgili Yönetmelikler 4857 Sayılı  İş Kanunu  ;Teksif;Teksif;Ankara -2015
3020;4857 Sayılı  İş Kanunu ve Gerekçesi;TİSK;Tasarım Baskı;3.May.11
3021;III Yılında İş yasası;T.Toprak,Seramik,Çimento ve cam S.İ.S;T.Toprak,Seramik,Çimento ve cam S.İ.S;Bodrum-2005
3022;Türk İş Hukuku ve Sosyal Güvenlik Hukukunun Elli Yılı - Kutlama Toplantısı;Banka-Sigorta İşcileri Sendikası;BASİSEN;İstanbul-1988
3023;Yargıtayın İş Hukuku  Kararlarının Değerlendirilmesi 1984;;BASİSEN;İstanbul-1986
3024;Yargıtayın İş Hukuku  Kararlarının Değerlendirilmesi 1985;;BASİSEN;İstanbul-1987
3025;Yargıtayın İş Hukuku  Kararlarının Değerlendirilmesi 1986;;BASİSEN;İstanbul-1988
3026;Yargıtayın İş Hukuku  Kararlarının Değerlendirilmesi 1987;;BASİSEN;İstanbul-1989
3027;Çalışma Hukuku Sözlüğü;A. Nevzad ODYAKMAZ;Beta Yayım Dağ.;İstanbul - 2007
3028;Bireysel İş Hukuku;EYRENCİ - TAŞKENT - ULUCAN;Legal Yayıncılık;İstanbul-2010
3029;İş Hukuku Dersleri - (Yenilenmiş 22. Bası);Prof. Dr. Nuri ÇELİK;Beta Basım A.Ş.;İstanbul - 2009
3030;Ferdi İş Hukuku;Kamil TURAN;Kamu-İş;Ankara-1993
3031;İş Hukuku ve Sosyal Güvenlik Hukuku;Cevdet İlhan GÜNAY;Yetkin Yayınevi;Ankara-2010
3032;İş Sağlığı ve Güvenliği Mevzuatı;ÇSGB-ÇEİS ;ÇEİS;İstanbul-2014
3033;En Son İçtihat ve Değişikliklerle İş Hukuku ve Sosyal Sigortalar Mevzuatı;Nizamettin CEBECİ;İsmail Akgün Matbaası;İstanbul-1968
3034;İş Sağlığı ve Güvenliği Külliyatı - 2 Cilt;Adnan AĞIR - Ünsal ERDEM;Rulo Ofset Matbaacılık;Ankara-2012
3035;İş ve Sosyal Güvenlik Hukuku  ;Prof. Ömer Zühtü ALTAN vd.;Anadolı Üniversitesi;Eskişehir-2006
3036;İş ve Sosyal Güvenlik Hukuku Pratik Çalışmaları;Prof. Şükran ERTÜRK;Seçkin Yayıncılık;Ankara-2012
3037;İş ve Sosyal Güvenlik Mevzuatı;Kudret KURT;Seçkin Yayıncılık;Ankara-2010
3038;İş ve Sosyal Sigorta - Temel Kanunlar -;ŞAHLAMAN - EKMEKÇİ - ALPAGUT;Legal Yayıncılık;İstanbul-2010
3039;İş Hukukunda İşçilik Alacakları;Durmuş ÖZCAN;Adalet yayınevi;Ankara-2013
3040;İş ve Sosyal Güvenlik Hukuku (6. Baskı);Av. Gürbüz ERDOĞAN;Detay Yayıncılık;Ankara - 2011
3041;İş ve Sosyal Güvenlik Hukuku (7. Baskı);Av. Gürbüz ERDOĞAN;Detay Yayıncılık;Ankara - 2013
3042;Sosyal Sigortalar Genel Sağlık Sigortası İş Hukuku ve İlgili Mevzuat;C. Tufan YAZICIOĞLU, İhsan ÇAKMAK;İlksan;
3043;İş ve Sosyal Güvenlik Yasaları;;Ankara Üniversitesi;Ankara-2003
3044;Çalışma ve Sosyal Güvenlik Hukuku Sözlüğü;Arif TEMİR;Yaklaşım Yayıncılık;Ankara-2006
3045;İş ve Sosyal Güvenlik Hukukunda Temel Kavramlar - Yargılama;Turgut UYGUR;Olgaç Matbaası;Ankara-1980
3046;İş Hukukunda İşçilik Alacakları;Durmuş ÖZCAN;Adalet Yayınevi;Ankara - 2013
3047;İş Hukukunda Ücret;Tankut CENTEL;Türkiye Denizciler Sendikası;İstanbul-1986
3048;İş Hukukunda Ücret ve Uygulaması;Öcal Kemal EVREN;Seçkin Yayıncılık;Ankara-2011
3049;Ücret ve Ücret Hakkının Korunması;Ali ÇUBUK;Şeker-İş Sen.;Ankara-1970
3050;Şerhli ve İzahlı Türkiye Cumhuriyeti Emekli Sandığı Kanunu;Hadi HÜSMAN;Ege Matbaası;İstanbul-1950
3051;5434 Sayılı T.C. Emekli Sandığı Kanununun Tahlili ve Gerekçeli İzahı;Muzaffer ANIL;Doğuş Matbaası;Ankara-1951
3052;5434 Sayılı Türkiye Cumhuriyeti Emekli Sandığı Kanunu;;SGK;Ankara-2009
3053;Bütün Değişiklikleri ile Türkiye Cumhuriyeti Emekli Sandığı Kanunu ve İlgili Kanunlar;;Emekli Sandığı Genel Müd.;Ankara-1984
3054;Emeklilikte Muteber Olan Fiili ve İtibari Hizmetler;Sait YILDIZ;Şenkal Basımevi;Ankara-1954
3055;"Esneklik Prensibi Çercevesinde Yargıtay Kararları Türk İş Hukukunda Çalışma Süreleri 
ve Yöntemleri";Serkan ODAMAN;Legal Yayıncılık;İstanbul-2013
3056;40 Soruda İş Kanunu'ndan Doğan Tazminat Haklarımız;;Ç.S.G.B. İş Teftiş Kurulu Bşk.;Ankara - 2013
3057;50 Soruda İş Kanununda Çalışma Süreleri;;Ç.S.G.B. İş Teftiş Kurulu Bşk.;Ankara - 2013
3058;İş Hukuku ve Sosyal Güvenlik Hukuku Açısından Tele Çalışma;Murat KANDEMİR;Legal Yayıncılık;İstanbul-2011
3059;İş Hukukunda Ücretsiz İzin;İzzet OTRU;Seçkin Yayıncılık;Ankara-2012
3060;İş ve Sosyal Güvenlik Kanunlarında Yer Alan Süreler;Yaşar GÜÇLÜ;Seçkin Yayıncılık;Ankara-2010
3061;Türk İş Hukuku ve Sosyal Güvenlik Hukukunda Güvenceli Esneklik;S. Alp LİMONCUOĞLU;Limoncuoğlu Ltd. Şti.;İzmir-2010
3062;Bireysel ve Toplu İş Hukukunda Süreler;Av. Gültekin ÖZDENER, Sevim ÖZSOY;Lebib Yalkın Yayımları;İstanbu2002
3063;İş Sağlığı ve Güvenliği Mevzuatı;Tankut CENTEL;MESS;İstanbul-2005
3064;4857 Sayılı İş Kanunu Işığında Türk Hukukunda Fazla Saatlerle Çalışma;İlyas TOPÇUOPLU;TÜHİS;Ankara-2009
3065;İş Güvencesi Hukuku;Prof. Fevzi DEMİR;Barış Yayınları;İzmir-1999
3066;İş Güvencesi Yasa Taslağının Muhtemel Ekonomik ve Sosyal Etkileri;;Friedrich Ebert Vakfı;İstanbul-1992
3067;İş Güvenliği Hukuku;Sarper SÜZEK;Savaş Yayınları;Ankara-1985
3068;"""İş Sağlığı ve Güvenliği Mevzuatındaki Değişiklikler ve İşveren Yükümlülükleri"" Sem…";;TİSK;İstanbul-2004
3069;İşçi Sağlığı ve İş Güvenliği - Tüzükler, Yönetmelikler - 2 Cilt;;Selüloz-İş Sen.;İstanbul-1991
3070;İşçi Sağlığı ve İş Güvenliği Mevzuatı;;Petrol-İş;İstanbul-1990
3071;Soru-Cevaplı Türkiye'de Yabancıların Çalışma İzinleri ve İlgili Mevzuat;Cumhur Sinan ÖZDEMİR;Adalet Yayınevi;Ankara-2008
3072;İşçinin Feshe Karşı Korunması (İş Güvencesi) ve Türkiye İçin Bir Model Önerisi;Prof. Devrim ULUCAN vd.;Türkiye Denizciler Sendikası;İstanbul-1990
3073;Çıraklık Hukuku ve Mevzuatı;Ali ARSLAN;Anadolu Matbaacılık;İzmir-1988
3074;İs The Law Fair to The Disabled? - A European Survey;Coor. Genevieve Pinet;World Health Organisation;Copenhagen - 1990
3075;İş ve Sosyal Güvenlik Hukuku Açısından Maden İşçileri;Gaye BAYCIK;Yetkin Yayınevi;Ankara-2006
3076;İş Hukuku - Toplu İlişkiler;Prof. Melda SUR;Turhan Kitabevi;Ankara-2011
3077;İş Hukukunda Güncel Sorunlar (3);Kadirhas Üniversitesi;Seçkin Yayıncılık;Ankara-2013
3078;Kollektif İş İlişkilerini Düzenleyen 2821-2822 Sayılı Yasalar ve Uygulaması Semineri;;BANKSİS;İstanbul-1984
3079;Sendikalar ve Toplu İş Sözleşmesi Kanunu - İlgili Yönetmelikler;Haz: Ali Kemal SAYIN, Ebru Öztüm TÜMER;Çalışma ve Sosyal Güvenlik Bak.;Ankara - 2014
3080;Sendikalar ve Toplu İş Sözleşmesi Kanunu - İlgili Yönetmelikler - 2. Baskı;Haz: Ali Kemal SAYIN, Ebru Öztüm TÜMER;Çalışma ve Sosyal Güvenlik Bak.;Ankara - 2015
3081;Türkiye'de Endüstri İlişkilerinin Yasal Çerçevesi (Temel Özellikler ve Sorunlar);Prof. Metin KUTAL;Türkiye Denizciler Sendikası;İstanbul-1986
3082;6356 Sayılı Sendikalar ve Toplu İş sözleşmesi Kanunu ve Yönetmelikler;Türk-İş;Türk-İş;Oca.14
3083;6356 Sayılı Sendikalar ve Toplu İş sözleşmesi Kanunu ;ÇSGB;ÇSGB;2012- Ankara
3084;6356 Sayılı Sendikalar ve Toplu İş sözleşmesi Kanunu ;TİSK;TİSK;Kas.12
3085;6356 Sayılı Sendikalar ve Toplu İş sözleşmesi Kanunu ;Teksif;teksif;Ankara-2015
3086;Law On Trade Unıons And Collectıve Labour Agreemennts;Molss;;Ankara -2014
3087;Sendikalar ve Toplu İş Sözleşmesi Kanunu - İlgili Yönetmelikler;ÇSGB;ÇSGB;Ankara-2015
3088; Sayılı Sendikalar ve Toplu İş sözleşmesi Kanunu ;MESS;MESS;İstanbu2012
3089;2821 Sayılı Sendikalar Kanunu;;Çalışma ve Sosyal Güvenlik Bak.;Ankara-1998
3090;En Son Değişik Şekliyle 2821 Sayılı Sendikalar Kanunu;Av. Şemsettin KIRAL;BASİSEN;İstanbul-1988
3091;İş Kanunu ve Sendikalar Kanununda Yapılması Düş. Değ. Türk Sanayiine Etkileri Sem..;;TİSK;Ankara-1992
3092;Sendikal Mevzuat Eğitim Semineri;;BASİSEN;İstanbul-1985
3093;Sendika Hukuku;Prof.Dr. Turhan ESENER;Vedat Kitapcılık;İstanbul-2014
3094;Sendikalar Hukuku;Adnan TUĞ;Türkiye Sağlık İşçileri Sen.;Ankara-1990
3095;Sendikalar Hukuku;Fevzi ŞAHLANAN;BASİSEN;İstanbul-1986
3096;Açıklamalı, Gerekçeli-İçtihatlı Toplu İş Sözleşmesi, Grev ve Lokavt Kanunu;Abdullah BERKSUN - İbrahim EŞMELİOĞLU;Seçkin Yayıncılık;Ankara-1989
3097;"Türk İş Hukukunda Toplu İş Sözleşmesi Hükümleri ve Hizmet Akitleri Üzerindeki 
Etkileri";Wrtan İren;;Ankara-1998
3098;2822 Sayılı Toplu İş Sözleşmesi, Grev ve Lokavt Kanunu;;Çalışma ve Sosyal Güvenlik Bak.;Ankara-1998
3099;Batı ve Türk Hukukunda Toplu İş Sözleşmesi Yapma Yetkisi;Cevdet İlhan GÜNAY;İlk-San Matbaası;Ankara-1991
3100;Beyaz Kitap - Toplu Sözleşme, Grev ve Lokavt Kanunu Tasarısı Hakkında;;Çalışma Bakanlığı;Ankara-1961
3101;İş Hukuku Yönünden Toplu İş Sözleşmeleri;Turhan ESENER;Banka ve Ticaret Hukuku Araşt. Ens.;Ankara-1964
3102;Sendikalar ve İş Sözleşmesi Kanunu Bilgilendirme Semineri;;TİSK;İzmir-2013
3103;Sendikalar ve Toplu İş Sözleşmesi Kanunu - İlgili Yönetmelikler;;Çalışma ve Sosyal Güvenlik Bak.;Ankara-2014
3104;Toplu İş Hukuku;A. Can TUNCAY - F. Burcu SAVAŞ;Beta Basım A.Ş.;İstanbul-2013
3105;Toplu İş Sözleşmesi, Grev ve Lokavt Hukuku;H. Servet ÇOLAKOĞLU;Ayyıldız Matbaası;Ankara-1971
3106;Toplu İş Sözleşmesi, Grev ve Lokavt Kanunu Şerhi;Prof. Seza REİSOĞLU;Ankara Üniversitesi;Ankara-1971
3107;Toplu İş Sözleşmesi, Grev ve Lokavt Kanunu Şerhi;Prof. Seza REİSOĞLU;Ankara Üniversitesi;Ankara-1975
3108;Türk Hukukunda Toplu İş Sözleşmesi;Adnan TUĞ;Türkiye Orman İşçileri Sen.;Ankara-1996
3109;Türk Hukukunda Toplu İş Sözleşmesi;Sait Kemal MİMAROĞLU;Ankara Üniversitesi;Ankara-1964
3110;Türk Hukukunda ve Mukayeseli Hukukda Toplu İş Sözleşmeleri;Seza REİSOĞLU;Ankara Üniversitesi;Ankara-1967
3111;Türk Toplu İş Sözleşmesi Mevzuatı;Erdal EGEMEN - Mehmet ODABAŞ;Doğuş Matbaası;Ankara-1965
3112;Türk ve Alman Hukukunda Toplu İş Sözleşmesinin Hükümleri ve Sona Ermesi;Nuri ÇELİK;Sermet Matbaası;İstanbul-1966
3113;İş hukukunda Üçlü İlişkiler;Osman Güven ÇANKAYA, Şahin ÇİL;Yetkin Yayınları;Ankara-2011
3114;İş Hukukunda Barışçı Çözüm Yolları;Nurhan SÜRAL;Türk-İş;Ankara-1982
3115;Türk ve Alman Hukukunda İş Sözleşmesinin Sağlık Nedeniyle Sona Ermesi;Yrd. Doç. Dr. Hediye ERGİN;Beta Basım A.Ş.;İstanbul - 2009
3116;Hukuki Yönden Grev ve Lokavt;M. Kemal OĞUZMAN;Banka ve Ticaret Hukuku Araşt. Ens.;İstanbul-1964
3117;Türk Hukukunda Yasa Dışı Grev;Gülhan ÖZGEN;Karadeniz Teknik Üniversitesi;Trabzon-1980
3118;505 Sayılı Sosyal Sigortalar Kanunu Yönünden Yükümlülükler ve Ceza Uygulamaları;Ahmet ŞEN;YODÇEM;Ankara-1995
3119;506 Sayılı Sosyal Sigortalar Kanunu Yönünden Yükümlülükler ve Ceza Uygulamaları;Ahmet ŞEN;YODÇEM;Ankara-1999
3120;506 Sayılı Sosyal Sigortalar Kanunu  ;Ahmet ALDEMİR;Tes-İş Yayınları;Ankara-2000
3121;506 Sayılı Sosyal Sigortalar Kanunu, 4792 Sayılı Sosyal Sigortalar Kanunu, 2925 Sayılı Tarım İşçileri Sosyal Sigortalar Kanunu;;Çalışma Ve Sosyal Güvenlik Bakanlığı;Ankara-1998
3122;506 Sayılı Sos. Sig. Kanunu, 2925 Sayılı Tarım İşçileri S.S. Kanunu, 1479 Sayılı Esnaf …..;;SGK;Ankara-2009
3123;506 Sayılı Sosyal Sig. Kanunu - 4792 Sayılı SSK Kanunu - 2925 Sayılı Tarım İşçi. S.S. Kan.;;Çalışma ve Sosyal Güvenlik Bak.;Ankara-1998
3124;506 Sayılı Sosyal Sigortalar Kanunu ve 4958 Sayılı Sosyal Sig. (Kurumu) Kanunu;Ahmet ALDEMİR;Türkiye Sağlık İşçileri Sen.;Ankara-2003
3125;"506 Sayılı Sosyal Sigortalar Yasasının İş Kazaları ve Meslek Hastalıkları, Hastalık, Analık 
Sigortaları Uygulamaları";;S.S.K.;Ankara - 1983
3126;5510 Sayılı S.S. ve G.S.S. Kanunu, 5502 Sayılı Sosyal Güvenlik Kurumu Kanunu;;SGK;Ankara-2008
3127;Açıklamalı ve Uygulamalı Sosyal Sigortalar Mevzuatı;A. Nuri ERNAM;Kamu-İş;Ankara-1990
3128;Anayasa Mahkemesince Sosyal Güvenlik Kanunlarında Yap. İptaller ve Sonuçları;Ahmet ALDEMİR;Şeker-İş;Ankara-2001
3129;Esnaf ve Sanatkarlar ve Diğer Bağımsız Çalışanlar Sosyal Sigortalar Kurumu Kanunu;;Bağ-Kur Genel Müd.;Ankara-1979
3130;Ger. - Açıkl. Bağ-Kur - 1479 Sayılı Esnaf ve Sanat. ve Diğer Bağım. Çalış. S.S.K. Kanunu;Av. Hasan BİRKAŞ;Seçkin Kitabevi;Ankara-1972
3131;Ger., Açıkl. ve İlgili K. Esnaf ve Sanat. ve Diğer Bağım. Çalış. S.S.K. Kanunu -  Bağ-Kur;Zeki ÖZKER;Kitap Saray;Kütahya-1971
3132;İş Kanunu ve Sendikalar Kanununda Yap. Düşünülen Değ. Türk Sanayiine Etkileri Sem.;;TİSK;Ankara-1992
3133;İş ve Sosyal Güvenlik Hukuku;Polat TUNÇER;Ekin Basım Yayın;Bursa-2012
3134;Notlu - İzahlı İş Hukuku ve Sigorta Mevzuatı;Orhan BAŞARI - Naim TEZMEN;Sermet Matbaası;İstanbul-1961
3135;Sigortalı Açısından Sosyal Sigortalar Kanunu Uygulaması;Osman N. TEKMAN;Teksif-İş Sen.;Ankara-1982
3136;Son Değişiklikleriyle Sosyal Sigortalar Kanunu Uygulaması;M. Tuncer KARAKADIOĞLU;Türkiye Denizciler Sendikası;İstanbul-1986
3137;Sosyal Güvenlik Hukuku;M. Refik KORKUSUZ, Suat UĞUR;Ekin Basım Yayın;Ankara-2013
3138;Sosyal Güvenlik Hukuku - Yen. 14. Bası;Ali GÜZEL-Ali Rıza OKUR-Nurşen CANİKLİOĞLU;Beta Basım A.Ş.;İstanbul-2012
3139;Sosyal Güvenlik Hukuku - Yen. 16. Bası;Ali GÜZEL-Ali Rıza OKUR-Nurşen CANİKLİOĞLU;Beta Basım A.Ş.;İstanbul-2016
3140;Sosyal Güvenlik Hukuku - 506 Sayılı S.S. Kanunu ve İlgili Mevzuat;;Öz Gıda-İş Sendikası;Ankara-1993
3141;Sosyal Güvenlik Hukuku - Sosyal Güvenlik Kavramı, SSK, T.C. Emekli San., Bağ-Kur, ….;Prof. Ali GÜZEL - Prof. Ali Rıza OKUR;Beta Basım A.Ş.;İstanbul-1996
3142;Sosyal Güvenlik Hukukunun Esasları;A. Can TUNCAY - Ömer EKMEKÇİ;Legal Yayıncılık;İstanbul-2008
3143;Sosyal Güvenlik Hukuku Dersleri - Gün. 15. Baskı;A. Can TUNCAY - Ömer EKMEKÇİ;Beta Basım A.Ş.;İstanbul 2012
3144;Sosyal Güvenlik Kurumu Kanunu - Sosyal Sigortalar ve Genel Sağlık Sigortası Kanunu;;SGK;Ankara-2006
3145;Sosyal Güvenlik Mevzuatı (S.S.K., Bağ-Kur, Emekli Sandığı);;Maliye Bakanlığı;Ankara-1994
3146;Sosyal Güvenlik Reformu - Yorum ve Açıklaması;Ali TEZEL - Resul KURT;Yaklaşım Yayıncılık;Ankara-2009
3147;Sosyal Güvenlik Uygulamaları Açısından İşveren ve Çalışanın Başucu Kitabı;İsa KARAKAŞ;Muhasebe ve Sos. Güv. Kitabevi;Ankara-2012
3148;Sosyal Güvenlik Yasa Tasarılarının Değerlendirilmesi Semineri;;TİSK;Ankara-2005
3149;Sosyal Sigortalar Hukuku;Lütfü DALAMANLI;İş Matbaacılık;Ankara - 1970
3150;Sosyal Sigortalar ve Genel Sağlık Sigortası Kanunu Şerhi;Resul ASLANKÖYLÜ;Yetkin Yayınları;Ankara-2010
3151;Türk Hukukunda Sosyal Sigortalara Genel Bir Bakış;Ali BOZER;Ankara Hukuk Fakültesi;Ankara-1963
3152;Türk Sosyal Güvenlik Hukukunda Sorunlar ve Çözüm Önerileri;;İstanbul Barosu, Galata Saray ünv;İstanbul-2001
3153;"Türk Sosyal Güvenlik Sistemi ve Sosyal Sigortalar Hukuku (5510 Sayılı Kanun İlaveli) - 
Gün. 7. Baskı";Yusuf ALPER;Dora Basım Yayın Dağ.;Bursa - 2015
3154;İşçi, Bağımsız Çalışan ve Kamu Görevlileri Bakımından Türk Sosyal Sigortalar Hukuku;Prof.Dr. Ali Nazım SÖZER;Beta Yayıncılık;İstanbul-2013
3155;"İşçi, Bağımsız Çalışan ve Kamu Görevlileri Bakımından Türk Sosyal Sigortalar Hukuku - 
2. Baskı";Prof.Dr. Ali Nazım SÖZER;Beta Yayıncılık;İstanbul-2015
3156;Türk Hukukunda Kadın İşçilerin Sosyal Güvenliği;Ebru Pakin AKIN;Legal Yayıncılık;İstanbul-2005
3157;Türkiye'de Sosyal Hukuk *Sosyal Tazmin *Sosyal Yardım *Sosyal Hizmet *Sosyal Teşvik;Prof. Ali Nazım SÖZER;Barış Yayınları;İzmir-1998
3158;Yabancı İşçiler Yönünden Alman İş ve Sosyal Güvenlik Hukuku;Prof. Seza REİSOĞLU;Ankara Üniversitesi;Ankara-1973
3159;Yeni Düzenlemeler Çerçevesinde Sosyal Güvenlik Mevzuatı Semineri;;Kamu-İş;Ankara-2007
3160;Yeni Düzenlemeler Çerçevesinde Sosyal Güvenlik Mevzuatı Semineri;Kamu -İş;;Ankara 2007
3161;İş Kazası- Meslek Hastalığı İhtilafları ve Çözüm Yolları;İsa KARAKAŞ;Berikan Matbacılık;Ankara-2012
3162;İş Kazaları ve Meslek Hastalıkları;Şahin YÜKSEL;Sosyal Sigorta Yayınları;İstanbul-1985
3163;İş Kazası veya Meslek Hastalığından Kaynaklanan Maddi ve Manevi Tazminat Davaları ;Ali GÜNEREN;Adalet Yayınevi;Ankara - 2011
3164;"İş Kazası veya Meslek Hastalığından Doğan Maddi ve Manevi Tazminat Davaları 
Uygulaması ";Mesut BALCI;Yetkin Yayınları;Ankara - 2011
3165;İş Kazası ve Meslek Hastalığı İhtilafları ve Çözüm Yolları - Örnekli, Açıklamalı, Form, Belge Örnekleri ile Güncel Yargı Kararları ile Donatılmış - (2. Baskı);İsa KARAKAŞ;Berikan Matbacılık;Ankara - 2012
3166;Ülkemiz Sağlık Sisteminin 3359 Sayılı Sağlık Hizmetleri Temel Kanunu;Rehat FAİKOĞLU;;İstanbul-1999
3167;Tıp Hukuku - 5. Baskı;Prof.Dr.Jür. Dr. Hakan HAKERİ;Seçkin Yayıncılık;Ankara - 2012
3168;SGK Meslek Hastalığı Uygulamaları ve Meslek Hastalığı Davaları;İsa KARAKAŞ;Adalet Yayınevi;Ankara-2011
3169;Çevre Kanunu Değişiklikleri ve Sanayiye Etkileri Semineri;;TİSK;İstanbul-2006
3170;Çıraklık ve Meslek Eğitimi Kanunu;;M.E.B.;Ankara-1986
3171;Çevre Hukuku;Bahattin DUMAN;;Adapazarı-2002
3172;Parlayıcı, Patlayıcı, Tehlikeli ve Zararlı Mad. Çalışan İşyerleri ile İlg. Güvenlik Ted…..;;TÜPRAŞ;İzmir-1991
3173;Patlayıcı Maddelerle Alakalı Mevzuat ve Açıklamaları;Hüseyin KOCADAĞ;Kalite Matbaası;Ankara-1976
3174;Binaların Yangından Korunması Hakkında Yönetmelik;;Ankara Ticaret Odası;Ankara - 2015
3175;Binaların Yangından Korunması Hakkında Yönetmelik - Cep Boy;;Ankara Ticaret Odası;Ankara - 2015
3176;Yangınlardan Korunma Genel Tedbirleri;Baki AKANSEL;Ayyıldız Matbaası;Ankara-1967
3177;Berlin Eyaleti Eğitim Mevzuatı İle İlgili Yasal Düzenlemelerin Tercümesi;;T.C.Berlin Başkons. Çalışma Ateşeliği;
3178;Eski Eser Binaların Yapımında Yaşanan Bürokratik Zorluklar;;İstanbul Ticaret Odası;İstanbul-2007
3179;Ceza Hukuku - Temel Bilgiler;Doç. Dr. Hakan HAKERİ;Seçkin Yayıncılık;Ankara - 2006
3180;Ceza Hukuku Reformu;;Beta Yayıncılık/Umut yayıncılık;İstanbul-2001
3181;İş Hukukunda Cezalar;Öcal Kemal EVREN;TÜRMOB Yayınları;Ankara-2005
3182;Kabahatler Kanunu;Atilla İNAN, İbrahim DEMİR;;Ankara-2006
3183;Nazari ve Tatbiki Ceza Hukuku  Cilt :1;Ord.Prof.Dr. Sulhi Dönmezer,Prof.Dr.Sahir Erman;Beta Yayıncılık;İstanbul-1994
3184;Sanık Öğüten Çarklar;Osman DOĞRU;TESEV;İstanbul-2011
3185;Türk Ceza Kanunu;Haz. Remzi Özmen;Seçkin Yayıncılık;Ankara - 2005
3186;"2014 Yılında Türkiye'de Gerçekleşen Homofobi veya Transfobi Temelli Nefret Suçları 
Raporu";;KAOS GL - AGİT;Polonya - 2015
3187;Nefret Suçu Yasaları (Pratik Kılavuz);;KAOS GL - AGİT;Polonya - 2015
3188;Nefret Suçlarını Önleme ve Karşılama (AGİT Bölgesindeki STK'lar İçin Kaynak Kılavuz);;KAOS GL - AGİT;Polonya - 2015
3189;Suç ve Ceza;Prof. Dr. İlhan Rahimov;Türkiye Barolar Birliği;İstanbul - 2014
3190;Gelir Vergisi Kanununda Kaçakçılık;Mehmet KAYHAN;Türkiye Diyanet Vakfı;Ankara-2008
3191;Katma Değer Vergisi Kanununda Kaçakçılık;Mehmet KAYHAN;Türkiye Diyanet Vakfı;Ankara-2008
3192;Vergi Usul Kanununda Kaçakçılık;Mehmet KAYHAN;Türkiye Diyanet Vakfı;Ankara-2008
3193;Memurlar ve Diğer Kamu Görevlilerinin Yargılanması Hukuku;Vahit KINALITAŞ - Fethi ASLAN;Türkiye Kamu-Sen;Ankara-2003
3194;Suç, Suçun Unsurları ve Memur Muhakemesi Hukuku;Hamza KAÇAR;Maliye Bakanlığı;Ankara-1998
3195;Ceza Muhakemesi Hukuku Başvuru Kitabı; Rifat ÇULHA et all. Ed: Prof. Dr. Feridun YENİSEY;Türkiye Barolar Birliği Yayınları;Ankara-2018
3196;Ceza Mahkemesi Hukuku ve Polis;Prof.Dr. Ali ŞAFAK, Doç.Dr. Vahit BIÇAK;Roma Yayınları;Ankara-2005
3197;İl ve İlçe İnsan Hakları Kurullarına Yönelik Şüpheli ve Sanık Hakları El Kitabı;;Başbakanlık;Ankara-2005
3198;Şahsın Hukukuna İlişkin Aile Mahkemelerinin Gör. Giren Milletlerarası Sözleşmeler;İhsan ÇAKMAK - Akın ÇAKIN;Yaklaşım Yayıncılık;Ankara-2007
3199;Birleşmiş Milletler Engellilerin Haklarına İlişkin Sözleşmesi;;Aile ve Sosyal Politikalar Bakanlığı;Ankara-2011
3200;4320 Sayılı Ailenin Korunmasına Dair Kanunun ve Uygulamalarının Değerl. Üze. Bir A.;Orhan FİLİZ vd.;Başbakanlık    ;Ankara-2008
3201;Cumhuriyetimizin Kuruluşundan Günümüze Sakatların Yasal Hakları;;Türkiye Sakatları Koruma Vakfı;Ankara-1992
3202;Engel-Parlamenterlere Yönelik El Kitabı-Dışlanmadan Eşitliğe;BM İnsan Hak. Yük. Komiserliği-Aile ve Sos.Pol.Bk.;Anıl Grup Matbaacılık Yayıncılık;Ankara-2012
3203;Discrimination on Grounds of Disability in Turkey: A Legal Analysis of Turkish ;;;
3204;Legislation in the Light of the EU Acquis;Çağatay HALAT;T.C. Çalışma ve Sosyal Güvenlik Bakanlığı;Ankara-2011
3205;EHİS BM Engellilerin Haklarına İlişkin Sözleşme Kapsamında Engelli Hak. Ulusal Gösterge;Aile ve Sos. Pl Bk. Ed.Tayyar KUZ et All.;T.C. Aile ve Sosyal Politikalar Bakanlığı;Ankara-2016
3206;Özürlüler Kanunu ve İlgili Mevzuat;Mustafa KAZKAYASI vd.;Başbakanlık;Ankara-2006
3207;"Kadına Yönelik Aile İçi Şiddeti Önlemede 4320 Sayılı Ailenin Korunmasına Dair Kanun 
ve De.";Ekin Bozkurt ŞENER;Başbakanlık Kadının Statüsü G.M.;Ankara-2011
3208;Türkiye'de Aile Mahkemesi Uygulaması ve Uygulamanın Değerlendirilmesi;Orhan FİLİZ vd.;Başbakanlık;Ankara-2009
3209;Örnek Sözleşme Metinleri;Ahmet Cemal RUHİ;Seçkin Yayıncılık;Ankara-2011
3210;Performans Nedeniyle İş Akdinin Feshi ve Fesihten Kaynaklanan İşe İade Dav. Toplantıları;TÜSİAD;Graphis Matbaa San.;İstanbul-2005
3211;Karşılaştırmalı İdare Hukukunda Kamu İhale Uygulamaları;Prof. Yücel OĞURLU vd.;İstanbul Ticaret Odası;İstanbul-2010
3212;Geçerli Nedenle İş Sözleşmesinin Feshi ve İşe İade Davaları Toplantısı-IV;TÜSİAD;Graphis Matbaa San.;İstanbul-2007
3213;İşverenin Hizmet Söz. Ahlak ve İyiniyet Kur. ve Benz. Aykırılık Ned. Fesih Hakkı;Serkan ODAMAN;Kamu-İş;Ankara-2003
3214;Türk Hukukunda İşçinin Sadakat Borcu;Kudret ERTAŞ;Ankara İ.T.İ.A.;Ankara-1982
